Generation,Average,Best,Updates,Samples
182,2264.76666667,3593.33333333,150860,30
183,2168.16666667,3406.66666667,147102,30
184,2256.86666667,3560.0,152903,30
185,2210.1,3430.0,149135,30
186,2221.53333333,3483.33333333,147326,30
187,2247.86666667,3433.33333333,151655,30
188,2227.06666667,3580.0,149725,30
189,2433.43333333,3663.33333333,163733,30
190,2180.06666667,3480.0,144388,30
191,2204.76666667,3486.66666667,145806,30
192,2202.96666667,3530.0,147876,30
193,2212.3,3493.33333333,148392,30
194,2267.13333333,3530.0,150968,30
195,2272.26666667,3440.0,152210,30
196,2152.6,3440.0,143978,30
197,2232.43333333,3523.33333333,149712,30
198,2105.8,3420.0,141193,30
199,2191.56666667,3423.33333333,146952,30
200,2134.16666667,3466.66666667,141200,30
