Step,Best,Average
1,400,35
2,1100,119
3,1400,215
4,1200,214
5,1700,452
6,1700,390
7,2100,383
8,2200,361
9,1600,286
10,2200,742
11,2300,506
12,2100,492
13,2000,466
14,2500,547
15,1700,445
16,2300,655
17,2100,531
18,1800,702
19,2000,654
20,2200,477
21,2100,711
22,2200,763
23,2500,1331
24,2100,916
25,2400,1616
26,2500,1217
27,1000,171
28,2600,1719
29,1500,220
30,1800,474
31,2500,1650
32,2200,1196
33,2200,952
34,1800,965
35,1000,379
36,400,207
37,1800,724
38,700,253
39,1300,644
40,1000,314
41,0,0
42,400,115
43,100,100
44,1200,379
45,400,196
46,600,332
47,300,201
48,200,200
49,200,200
50,200,200
51,0,0
52,100,100
53,0,0
54,100,100
55,200,200
56,0,0
57,100,100
58,500,210
59,600,358
60,0,0
61,300,211
62,200,199
63,400,388
64,200,200
65,200,200
66,200,200
67,300,79
68,0,0
69,300,266
70,1800,607
71,600,395
72,200,155
73,1000,546
74,400,400
75,1100,869
76,200,124
77,1000,503
78,0,0
79,600,320
80,800,518
81,600,222
82,300,201
83,100,100
84,200,200
85,400,400
86,0,0
87,0,0
88,400,270
89,0,0
90,400,396
91,100,100
92,400,356
93,700,587
94,500,104
95,300,300
96,800,412
97,400,229
98,300,167
99,200,164
100,300,300
101,800,563
102,0,0
103,0,0
104,700,633
105,100,100
106,1200,595
107,100,100
108,200,200
109,300,288
110,0,0
111,0,0
112,300,201
113,200,200
114,800,639
115,200,200
116,0,0
117,100,100
118,700,561
119,200,147
120,100,100
121,300,300
122,200,200
123,0,0
124,0,0
125,0,0
126,100,100
127,0,0
128,100,100
129,400,241
130,700,464
131,200,200
132,200,115
133,200,137
134,100,100
135,0,0
136,400,277
137,500,344
138,300,248
139,100,100
140,0,0
141,100,100
142,100,100
143,300,300
144,200,162
145,300,245
146,200,200
147,400,398
148,300,283
149,400,252
150,700,474
151,300,300
152,100,100
153,600,502
154,800,313
155,500,421
156,0,0
157,500,470
158,0,0
159,500,423
160,200,162
161,300,300
162,0,0
163,1400,788
164,100,100
165,200,107
166,0,0
167,300,300
168,200,200
169,100,100
170,300,214
171,600,326
172,100,100
173,300,268
174,200,200
175,100,100
176,900,619
177,300,201
178,200,200
179,100,100
180,400,215
181,800,711
182,500,400
183,0,0
184,800,691
185,0,0
186,300,300
187,100,100
188,0,0
189,100,100
190,100,100
191,100,100
192,300,300
193,200,200
194,900,475
195,400,400
196,700,548
197,200,200
198,0,0
199,800,227
