generation,averageFitness,topFitness
0,187,1000
1,129.5,1250
2,377.5,1100
3,729,1550
4,464,1550
5,939,1750
6,1232.5,1850
7,1253.5,2050
8,1277,2350
9,1238.5,2000
10,1330,2050
11,1285,1900
12,1426.5,2100
13,1555.5,2300
14,1231,2050
15,1355,1850
16,1141,2000
17,1221.5,1800
18,1659,2200
19,1420.5,2450
20,1776.5,2300
21,1368.5,2150
22,1380.5,2200
23,1057.5,1600
24,1256,1950
25,1366,2000
26,1305,2100
27,1519.5,2200
28,1160,1750
29,1067.5,2100
30,1800.5,2300
31,1332.5,1850
32,1298.5,2000
33,1602,2400
34,1547.5,2200
35,1419,2000
36,1254.5,1900
37,1357,2100
38,989,1900
39,1532.5,2150
40,1403.5,2150
41,1592.5,2250
42,2128,2550
43,1197.5,1800
