generation,averageFitness,topFitness
0,289,2100
1,756,2500
2,1085,3400
3,1014,3300
4,1308,3600
5,1188,3400
6,1453,3300
7,1618,4100
8,1789,4400
9,1765,4700
10,2492,4600
11,2123,5200
12,2245,4700
13,2179,5000
14,2251,5300
15,2653,5400
16,2551,4600
17,2191,4800
18,2035,5400
19,2556,4900
20,2824,5300
20,2824,5300
