generation,averageFitness,topFitness
0,25.5,900
1,407,1500
2,707.5,1750
3,819,2200
4,1257.5,2300
5,1302.5,2100
6,1368,2300
7,1433,2200
8,1539,2300
9,1391.5,2100
10,1336,2200
11,1496,2450
12,1537.5,2250
13,1263,2050
14,1795.5,2450
15,1435,2250
16,1739,2550
17,1376.5,2300
18,1531,2200
19,1626,2350
20,1734,2400
21,1516,2550
22,1934.5,2550
23,1753,2450
24,1959,2550
25,1549.5,2200
26,2015,2500
27,1525,2300
28,1562.5,2600
29,1325.5,2550
30,1662,2550
31,1547,2650
32,1642,2350
33,1590.5,2650
34,1386.5,2600
35,1254,2150
36,1614.5,2400
37,1489.5,2550
38,1685.5,2500
39,1386,2400
40,1634.5,2400
41,1532.5,2600
42,1676,2450
43,1700.5,2600
44,1864.5,2400
45,1778,2500
46,1982,2600
47,1976.5,2550
48,1875,2600
49,2056,2500
50,1534.5,2400
51,2067,2550
52,1751,2300
53,2026,2600
54,1901.5,2550
55,1832.5,2350
56,1706.5,2450
57,1989.5,2650
58,1948,2350
59,1946.5,2550
60,2142,2800
61,1926.5,2450
62,1938.5,2600
63,1843.5,2500
64,1805.5,2650
65,1842.5,2650
66,1885.5,2500
67,1947.5,2450
68,2053.5,2600
69,1961.5,2550
70,1691.5,2550
71,1972,2450
72,1828.5,2450
73,1946.5,2700
74,1903.5,2550
75,1978,2600
76,1962.5,2600
77,1855,2550
78,1968,2500
79,1889.5,2550
80,1891,2350
81,1886.5,2600
