generation,averageFitness,topFitness
0,67.5,1200
1,220,1400
2,548,1300
3,629.5,1300
4,656.5,1300
5,508.5,1250
6,775.5,1600
7,541,1500
8,652,1350
9,795.5,2300
10,963.5,2050
11,1010.5,1800
12,1202.5,2100
13,1301,2150
14,1345.5,2300
15,1329,2150
16,1343.5,2000
17,1132.5,2350
18,1536.5,2350
19,1120.5,2400
20,1313,2050
21,1071.5,1900
22,1344.5,2050
23,1433,2250
24,1586.5,2150
25,1510,2150
26,1701.5,2250
27,1191,2050
28,1306,2100
29,1470.5,2000
30,1531,2200
31,1560,2250
32,1365.5,2100
33,1533,2300
34,1294,1950
35,1513.5,2300
36,1346,2300
37,1338.5,2150
38,1400.5,2250
39,1206,2200
40,1421.5,2250
41,1291.5,1950
42,1201,2000
43,1532.5,2200
44,1091,2000
45,1417.5,2400
46,1575,2200
47,1521,2200
48,1493,2150
49,1592,2450
50,1433,2150
51,1405,2300
52,1622,2350
53,1592.5,2300
54,1573,2200
55,1565.5,2050
56,1573.5,2250
57,1477,2200
58,1647,2350
59,1857,2600
60,1506.5,2350
61,1647,2350
62,1699,2250
63,1852,2400
64,1782.5,2400
65,1779,2450
66,1660.5,2300
67,1740.5,2450
68,1668,2350
69,1828.5,2650
70,1733.5,2350
71,1705.5,2400
72,1711.5,2500
73,1743.5,2200
74,1861,2650
75,1850,2550
76,1703,2550
77,1772.5,2400
78,1709,2250
79,1747.5,2500
80,1786.5,2400
81,1634.5,2100
82,1822,2400
83,1833,2450
84,1712,2200
85,1739.5,2300
86,1607,2100
87,1649,2400
88,1558.5,2200
89,1539,2350
90,1514,2250
91,1740.5,2500
92,1574.5,2350
