Step,Best,Average
1,1100,137
2,1600,326
3,1400,520
4,2200,625
5,2300,256
6,2500,582
7,2000,723
8,2100,707
9,2100,872
10,2200,751
11,2700,1115
12,1900,977
13,2200,1016
14,2100,869
15,2200,1161
16,1800,1071
17,1900,771
18,2500,1219
19,1900,579
20,2100,660
21,2300,1206
22,2000,786
23,2100,828
24,2300,286
25,2300,1100
26,2500,1378
27,2200,1595
28,2100,1325
29,2300,1250
30,1900,685
31,1600,489
32,1500,742
33,2500,724
34,2000,1325
35,2100,971
36,2400,1069
37,2400,1654
38,2200,1587
39,2300,1425
40,2200,1427
41,1600,731
42,1800,757
43,1900,975
44,100,94
45,200,173
46,2400,1285
47,2000,1282
48,2100,1334
49,1700,619
50,2100,1113
51,1700,1073
52,2600,1505
53,2200,1273
54,2000,1282
55,1900,459
56,2300,1721
57,2000,1370
58,1800,1031
59,2300,1381
60,2200,1192
61,1700,847
62,1800,643
63,1800,728
64,1700,274
65,1600,479
66,1300,262
67,1700,892
68,1200,581
69,2200,855
70,1900,1000
71,400,300
72,1000,583
73,300,300
74,1200,564
75,1400,342
76,500,304
77,200,200
78,600,218
79,2200,990
80,400,400
81,2200,1325
82,1900,705
83,2100,1029
84,2000,795
85,800,640
86,300,290
87,0,0
88,0,0
89,1800,800
90,1500,701
91,1700,645
92,0,0
93,2000,1089
94,2400,1101
95,2100,1463
96,2200,1273
97,2100,1386
98,2000,1267
99,2000,1307
100,2400,1435
101,2100,1379
102,2700,1590
103,2300,1434
104,2200,1528
105,1900,1377
106,2100,1513
107,2500,1715
108,2500,1657
109,2400,1598
110,2200,1584
111,2400,1600
112,2100,1308
113,2200,1368
114,2000,1376
115,2100,1382
116,2300,1598
117,2000,1404
118,2200,1438
119,2300,1295
120,1800,879
121,2100,1157
122,2100,1116
123,1900,679
124,1300,863
125,2100,1486
126,2200,1307
127,2100,1177
128,2200,1134
129,2400,1310
130,2500,1672
131,2400,1401
132,1800,896
133,2200,1260
134,2600,1186
135,1600,437
136,2300,814
137,2100,1200
138,2400,1645
139,1900,1217
140,2200,1411
141,2300,1530
142,2400,1285
143,2200,1364
144,2100,1083
145,2000,1181
146,2500,1473
147,2200,1322
148,2000,1113
149,2300,1376
150,2200,1520
151,2400,1273
152,2200,641
153,2600,1391
154,2100,1110
155,2200,908
156,2500,1681
157,2400,1672
158,1100,347
159,2400,1353
160,2200,1413
161,2100,1238
162,2000,1287
163,1900,983
164,2400,1347
165,1900,1046
166,1700,857
167,1700,821
168,1700,858
169,2200,1099
170,2300,1314
171,2300,1463
172,1900,1219
173,2400,1533
174,2300,1058
175,1700,659
176,1500,744
177,2200,1364
178,1500,526
179,2200,1167
180,1200,296
181,1900,451
182,2000,1225
183,2100,1420
184,2200,1072
185,2200,1203
186,2000,801
187,1900,711
188,2100,1103
189,2300,1092
190,2200,1415
191,2100,621
192,1700,1148
193,2400,1312
194,2000,1377
195,2100,1232
196,2000,1340
197,2300,1187
198,2100,1473
199,2200,1285
