generation,averageFitness,topFitness
0,521,1550
1,1691,2750
2,2029.5,2600
3,1907,2650
4,2046.5,2750
5,2144,2750
6,2124.5,2700
7,2126.5,2700
8,2307.5,2800
9,2109.5,2750
10,1831.5,2700
11,1859,2650
12,1866.5,2500
13,1782.5,2650
14,1881.5,2550
15,1852,2800
16,2146.5,2750
17,2119.5,2600
18,1991.5,2650
19,2251,2700
20,2093.5,2600
21,2223.5,2800
22,2349,2750
23,2346.5,2800
24,2206,2600
25,2329,2850
26,2213.5,2750
27,2358.5,2800
28,2414,2800
29,2261.5,2750
30,1997.5,2750
31,2246.5,2700
32,2121.5,2750
33,2255,2800
34,1997,2550
35,2015,2650
36,2318,2800
37,2429.5,2800
38,2224,2650
39,2405.5,2800
40,2214.5,2800
41,1969,2650
42,2064,2750
43,1859.5,2550
44,1951.5,2700
45,1916.5,2600
46,1770.5,2650
47,2029,2700
48,1839.5,2600
49,2194.5,2700
50,2145.5,2700
51,2174,2700
52,2017,2600
53,2069.5,2750
54,1091.5,2600
55,1992,2600
56,2294,2900
57,2016.5,2750
58,2277,2750
59,2131,2600
60,2446.5,2900
61,2387,2800
62,2252,2750
63,2043.5,2750
64,1950.5,2650
65,1842,2550
66,1889,2850
67,1743.5,2650
68,1790.5,2600
69,1987.5,2750
70,1990,2800
71,2026.5,2700
72,1987,2650
73,1379.5,2550
74,1473.5,2750
75,1521,2350
76,2074.5,2800
77,2004,2850
78,2225.5,2750
79,2076,2850
80,1962,2700
81,2488.5,2950
82,2276.5,2750
83,2497.5,2850
84,2281.5,2750
85,2549,2950
86,2316.5,2850
87,2465.5,2950
88,2321.5,2900
89,2230,2800
90,2053,2650
91,2368.5,2900
92,2231.5,2850
93,2117,2850
94,2105,2750
95,2340,2750
96,2604,2950
97,2433.5,2950
98,2474,2900
99,2411,2900
100,2293,2700
101,2293,2800
102,2235,2800
103,2184.5,2650
104,2383.5,2850
105,2566,2950
106,2432,2950
107,2485.5,2900
108,2159.5,2850
109,2108.5,2700
110,2136,2800
111,2141,2750
112,2163.5,2800
113,2292.5,2900
114,2379,2900
115,2326.5,2900
116,2433,2950
117,2130,2750
118,2421,2900
119,2443,2850
120,2565,3000
121,2421,2900
122,2488,2900
123,2453,2800
124,2503.5,2850
125,2454,2900
126,2570.5,2950
127,2495,2850
128,2466.5,2800
129,2370.5,2800
130,2230,2750
131,2287,2800
132,2140.5,2700
133,2270,2750
134,2136.5,2750
135,2405,2950
136,2390.5,2850
137,2441.5,2950
138,2369.5,2850
139,2502.5,2950
140,2355,2850
141,2094,2700
