generation,averageFitness,topFitness
0,246.5,750
1,181,1050
2,333.5,1050
3,291,800
4,250.5,700
5,969.5,1950
6,755.5,1900
7,847.5,1450
8,945.5,1700
9,1039,1650
10,1087.5,1600
11,1049,1850
12,859,1550
13,1167.5,1750
14,1081,2050
15,1009,1950
16,1063.5,1600
17,1406.5,1950
18,1387.5,2200
19,1427.5,1850
20,1454,2050
21,1289.5,2000
22,1198.5,1600
23,1068.5,1700
24,1435,2650
25,1063.5,1800
26,1482.5,2150
27,1339.5,2350
28,1248.5,1700
29,1382,1850
30,1261.5,1950
31,1225,1800
32,1421.5,1750
33,1384.5,2300
34,1305,2000
35,1085.5,1900
36,1277,1900
37,1279,2050
38,1094,1650
39,1725,2600
40,1203.5,2000
41,1021,1800
42,1031,1650
43,686,1500
44,811.5,1800
45,1047.5,1750
46,1066,1650
47,997.5,1750
48,923.5,1550
49,492,1400
50,1363,2100
51,1100,2050
52,1520.5,2100
53,1601,2400
