generation,averageFitness,topFitness
0,50,1200
1,145,1250
2,230.5,2000
3,877,2250
4,748.5,1750
5,695,1650
6,480.5,1400
7,555,1350
8,543,1900
9,672.5,2000
10,694,1750
11,666,2050
12,140.5,550
13,841.5,2550
14,718,2200
15,811.5,1800
16,592,1750
17,841.5,1800
18,510.5,1750
19,830,1850
20,1319.5,2450
21,860.5,1950
22,1123,2200
23,744.5,1650
24,1305.5,2150
25,875,2150
26,300,1950
27,1084,2050
28,571,1900
29,1769.5,2600
30,1152.5,1800
31,770.5,1700
32,984,2350
33,1470,2350
34,450,1700
35,324,1650
36,577,1500
37,1089,1800
38,522.5,1350
39,645.5,2300
40,648,1750
41,47.5,1750
42,1553,2150
43,1393.5,2900
44,1090.5,1800
45,1338.5,1950
46,731,1650
47,1116.5,2400
48,1328.5,2550
49,921.5,2200
50,709.5,2000
51,503,1450
52,1125,2200
53,1191,2550
54,669.5,2050
55,1195,2200
56,1300.5,2250
57,1773.5,2550
58,436.5,1500
59,1742,2950
60,1514,2500
61,1651.5,2950
62,927,2600
63,2094,2900
64,742,2150
65,1310.5,2700
66,840.5,2200
67,1275,2050
68,1223,2500
69,1083.5,2500
70,1244.5,2750
71,1569,2550
72,1419.5,2650
73,1129,2650
74,1663.5,3000
75,1155.5,2550
76,1240.5,2700
77,1875.5,2800
78,1087,2600
79,1009,2550
80,1696,2950
81,1695.5,2750
82,1093.5,2400
83,1407.5,2700
84,1717.5,2600
85,1682.5,2550
86,1641.5,2900
87,1225.5,2350
88,1126.5,2000
89,1300,2300
90,1119,2800
91,1102.5,2400
92,1776.5,2900
93,1887,2900
94,1634,2400
95,1625,2650
96,1782.5,2950
97,1565.5,2950
98,1946,2750
99,2199,3000
100,1912.5,3000
101,1547,2700
102,1551,2650
103,1686.5,2600
104,1442,2650
105,1138.5,2850
106,1790.5,2800
107,1680.5,2550
108,1561,2950
109,1241.5,2550
110,1853,3000
111,1154,2500
112,2100.5,2900
113,1995.5,2750
114,1720.5,2650
115,630.5,2300
116,1694.5,2750
117,1943,2850
118,1720,2750
