generation,averageFitness,topFitness
0,276.5,1100
1,228.5,1700
2,297.5,950
3,271.5,950
4,439.5,1150
5,479,1250
6,839,1600
7,1203.5,2100
8,1456,2000
9,1655.5,2750
10,1134,2000
11,1186,1700
12,1352,2100
13,1390,2350
14,1549.5,2250
15,1380,1950
16,1274,2200
17,1492.5,2000
18,1135,1800
19,1152,2150
20,1787.5,2300
21,1185.5,1800
22,1203.5,1700
23,1332.5,1800
24,1387.5,2100
25,1411,1950
26,2007.5,2400
27,1480,2350
28,1291.5,1950
29,1493.5,2250
30,960,1550
31,1415,2150
32,1460,2300
33,1318.5,1700
34,1315.5,1900
35,1042,1800
36,1041,1600
37,1193.5,2250
38,589.5,1600
39,1012,1550
40,1358,2150
41,1347.5,1950
42,1652.5,2300
43,1209,2100
44,1404.5,2150
45,1814,2550
46,1414.5,2000
47,1187.5,2100
