Generation,Average,Best,Updates
0,397,1400,39132
1,1812,3100,135396
2,2447,3900,162102
3,2541,3600,158755
4,2555,3800,182200
5,2752,3900,188023
6,2714,3800,184158
7,2237,3600,134516
8,2641,3800,178724
9,2629,3800,172168
10,2164,3600,144225
11,2451,3900,162253
12,2371,3700,157657
13,2717,4100,176894
14,2769,4100,190339
15,1970,3800,121789
16,2525,4000,171860
17,1753,3500,105266
18,2271,4000,140045
19,2364,3400,159178
20,2735,3900,185856
21,2140,3600,138456
22,2428,3400,168459
23,2646,4000,175358
24,1849,3200,111123
