generation,averageFitness,topFitness
0,210.5,1700
1,1134.5,2750
2,1930,2900
3,1992,2800
4,2181,3000
5,1662.5,2600
6,1379.5,2850
7,1448.5,2650
8,1749,2800
9,1333,2450
10,1589,2850
11,1736.5,2750
12,2300,2750
13,2105,2800
14,1882,2700
15,1388,2750
16,1862,2750
17,1698.5,2750
18,2091,2700
19,1816.5,3000
20,2062,3000
21,1767.5,2950
22,1775.5,2800
23,2016,2800
24,1660,2800
25,2380.5,3000
26,2125,2550
27,2384.5,3000
28,2145,2850
29,2318,2900
30,2269.5,3000
31,1927,2650
32,2105,2800
33,2489,3000
34,2363,3000
35,1971,2800
36,1949.5,2600
37,2442.5,3000
38,2284.5,2850
39,2410,3000
40,2463.5,3000
41,2139,2750
42,2135,2900
43,2219,3000
44,2184,2800
45,2146,2900
46,2157,2800
47,2165,2950
48,2281.5,2950
49,2300.5,2950
50,2065,2800
51,1871,2550
52,2494.5,3000
53,2432.5,3000
54,2443,3000
55,1684,2800
56,2207.5,2800
57,2260.5,3000
58,2150,3000
59,2116.5,3000
60,2323.5,2850
61,2185,2800
62,2490,3000
63,2228,2850
64,2039,3000
65,2202,2950
66,1667.5,2950
67,1859,2650
68,2175.5,3000
69,2204.5,2950
70,2081.5,2900
71,2495.5,2950
72,2097,2800
73,1688.5,2650
74,2501.5,2950
75,2379.5,3000
76,2640,3000
77,2290.5,2900
78,2139,3000
79,2302,2900
80,2254,2950
81,2207,2750
82,2305.5,2900
83,2107.5,2750
84,2135.5,2900
85,2241,2950
86,2293,2900
87,2202.5,2950
88,2075.5,2950
89,2319.5,2950
90,1920.5,2900
91,2340.5,2900
92,2164.5,2850
93,1678,2700
94,1896.5,2700
95,2141.5,3000
96,2166.5,2950
97,1932.5,2900
98,2187.5,3000
99,2069.5,2800
100,2003.5,2750
101,2047.5,2850
102,2497.5,3000
103,2097.5,2900
104,2152.5,2900
105,2253,3000
106,2194.5,3000
107,1899.5,2650
108,2083,2750
109,2513,2950
110,2240.5,2900
111,2418.5,3000
112,2427,2850
113,2382.5,3000
114,2396.5,3000
115,2021,2800
116,1858,2600
117,2137.5,2850
118,1932,2900
119,2401,2950
120,2184.5,2850
121,2107,2900
122,2250.5,2950
123,2260.5,2850
124,2026,2800
125,2156.5,2900
126,2171.5,3000
127,2498.5,3000
128,2066,2850
129,2362,3000
130,2435,2950
131,1911.5,2800
132,1593,2500
133,2043.5,3000
134,2280.5,2900
135,2084.5,3000
136,2354,2900
137,2510.5,3000
138,2306.5,3000
139,1887.5,2950
140,2233.5,2900
141,2049.5,2850
142,2185,2950
143,2333,3000
144,1889,2700
145,2352.5,3000
146,1972,2750
147,2156,2800
148,1914,2950
149,2148.5,2950
150,2222,3000
151,2461,2950
152,1677.5,2500
153,2132.5,2900
154,2100.5,2750
155,2194,2900
156,1816,2850
157,2239,3000
158,2035.5,2600
159,1920,2900
160,2399,3000
161,2022,2750
162,2087,2950
163,1987,2800
164,2104,3000
165,2036.5,2900
166,2198.5,3000
167,2441.5,2950
168,2070.5,3000
169,2075,2800
170,2307.5,2900
171,2192,3000
172,2317,2900
173,2002.5,3000
174,1745,2550
175,2411.5,3000
176,2258,3000
177,2157.5,3000
178,1966,2800
179,1884,2850
180,2035,2600
181,2061,2900
182,2157.5,2950
183,2502.5,3000
184,2302,2900
185,1804,2750
186,1928,2900
187,1990,2900
188,2009,2800
189,1755.5,2700
190,1968,2700
191,1869.5,2950
192,1704.5,2500
193,2097,3000
194,1934,2750
195,1993.5,2750
196,1893,3000
197,1762,2700
198,2034.5,2850
199,2083.5,2800
200,1774.5,2600
