generation,averageFitness,topFitness,Updates
184,1202.47,5017,0
185,1810.2,5017,0
186,1397.88,7007,0
187,1640.14,6016,0
188,2429.2,6014,0
189,1548.88,5011,0
190,1959.39,5012,0
191,286.81,2015,0
192,1902.14,5013,0
193,1127.56,5007,0
194,1241.2,5014,0
195,1109.26,5009,0
196,1910.08,5017,0
197,1350.65,4011,0
198,804.26,3004,0
199,1850.47,8008,0
200,2490.93,6012,0
201,1258.99,4012,0
202,1270.68,5012,0
203,1569.28,5011,0
204,1720.48,5011,0
205,977.68,6013,0
206,1600.56,4012,0
207,2028.78,6009,0
208,1190.51,7010,0
209,1369.36,6013,0
210,1308.56,6010,0
211,2000.58,8014,0
212,863.63,4012,0
213,234.64,3012,0
214,1049.49,4012,0
215,2427.27,6012,0
216,1269.22,5009,0
217,2320.12,5015,0
218,3398.01,7008,0
219,1840.61,5014,0
220,1039.7,4007,0
221,1641.22,4016,0
222,1560.58,5016,0
223,1159.46,5010,0
224,967.52,6014,0
225,1256.7,5010,0
226,1669.93,4017,0
227,2322.32,9012,0
228,1790.07,5011,0
229,1159.86,5007,0
230,1547.72,4010,0
231,1771.95,6013,0
232,1362.11,4019,0
233,1900.52,7015,0
234,1581.82,6008,0
235,1240.73,5012,0
236,1739.33,5015,0
237,1309.31,5011,0
238,1239.27,5010,0
239,1882.06,5015,0
240,2661.11,7016,0
241,3251.79,8009,0
242,2021.31,8008,0
243,2001.92,6021,0
244,1121.41,4013,0
245,2750.65,7010,0
246,2481.43,8018,0
247,3169.92,7009,0
248,1113.78,4020,0
249,1491.93,5015,0
250,1522.3,4021,0
251,2501.68,6008,0
252,2512.02,6016,0
253,1392.5,5013,0
254,1301.51,7005,0
255,1659.9,6008,0
256,1678.76,4011,0
257,2779.63,5019,0
258,2018.47,5015,0
259,1366.62,4019,0
260,1096.66,4008,0
261,1751.17,5022,0
262,1889.12,5018,0
263,1156.61,6012,0
264,2372.47,5016,0
265,2049.18,8010,0
266,1650.88,5015,0
267,1023.54,5014,0
268,1470.46,7009,0
269,1373.48,5010,0
270,792.19,2016,0
271,1610.37,5006,0
272,2190.14,6011,0
273,3022.36,6016,0
274,1751.11,6014,0
275,3139.02,6015,0
276,1152.49,4008,0
277,1270.42,5013,0
278,1278.07,5011,0
279,2320.98,5014,0
280,1121.48,4008,0
281,1850.42,5015,0
282,1039.8,4009,0
283,2683.71,6016,0
284,2370.45,6008,0
285,1381.44,7012,0
286,1320.89,4016,0
287,1679.69,5018,0
288,1388.45,5020,0
289,793.77,3014,0
290,1687.31,3010,0
291,253.65,4009,0
292,3478.41,6007,0
293,1480.51,5008,0
294,1850.48,5007,0
295,1650.99,4019,0
296,1671.45,5011,0
297,1673.29,4015,0
298,2646.97,4010,0
299,1619.62,4010,0
300,487.1,4009,0
301,1360.68,5016,0
302,1072.73,3014,0
303,1303.17,3018,0
304,2431.82,7021,0
305,1710.67,5012,0
306,2340.14,5014,0
307,2470.58,8012,0
308,2435.94,6019,0
309,2482.23,6011,0
310,3291.9,7007,0
311,972.5,5010,0
312,1129.56,5010,0
313,894.16,3013,0
314,914.69,6017,0
315,2260.5,6014,0
316,2010.92,5012,0
317,2418.07,5016,0
318,1431.58,5017,0
319,1273.44,5015,0
320,4009.48,6010,0
321,2022.62,5011,0
322,1280.41,4015,0
323,1992.53,5013,0
324,1172.08,5015,0
325,1019.54,4022,0
326,2031.82,7011,0
327,1430.08,4011,0
328,1491.84,6014,0
329,2031.5,7017,0
330,1311.84,5014,0
331,2610.56,6015,0
332,2771.63,7017,0
333,2072.02,8013,0
334,1900.65,7006,0
335,2102.07,5017,0
336,1758.03,6018,0
337,764.41,4019,0
338,3281.97,6014,0
339,3183.3,9011,0
340,1900.61,7010,0
341,1999.25,6013,0
342,1991.01,4016,0
343,1611.66,4012,0
344,1951.71,7012,0
345,2572.83,6018,0
346,2712.02,7015,0
347,1240.97,5012,0
348,1661.86,5011,0
349,1579.31,5011,0
350,2548.53,4012,0
351,1802.48,7015,0
352,1251.29,6011,0
353,2588.72,5014,0
354,1822.34,7013,0
355,1141.32,4018,0
356,1711.01,6014,0
357,2710.56,6010,0
358,2161.45,6015,0
359,2021.53,6012,0
360,1252.36,5014,0
361,2371.33,6020,0
362,1122.61,6016,0
363,1700.75,5012,0
364,1059.59,6015,0
365,2103.42,6018,0
366,1650.27,4014,0
367,1290.04,3011,0
368,2281.36,7016,0
369,1452.21,5012,0
370,2185.07,5017,0
371,1941.07,7014,0
372,2360.99,7010,0
373,1760.61,5014,0
374,2180.24,5017,0
375,1361.02,4013,0
376,2082.83,7014,0
377,2259.6,5015,0
378,2672.46,5011,0
379,2291.67,6012,0
380,817.94,4005,0
381,1871.73,5016,0
382,1720.4,5010,0
383,1482.62,4011,0
384,1684.65,4020,0
385,1644,6013,0
386,1038.27,3011,0
387,1871.71,6012,0
388,1949.34,7008,0
389,847.68,6012,0
390,1861.26,4016,0
391,1449.88,5017,0
392,2319.9,5015,0
393,1046.22,4013,0
394,946.74,5013,0
395,2191.55,6016,0
396,1680.36,5016,0
397,2270.03,7024,0
398,2214.41,6018,0
399,2073.14,7011,0
400,2621.82,6013,0
401,2673.23,6006,0
402,1503.65,5013,0
403,2369.88,5016,0
404,1819.63,6022,0
405,3122.04,7018,0
406,2870.46,9008,0
407,1392.65,4019,0
408,1101.9,5016,0
409,1701.57,7009,0
410,3392.78,7009,0
411,2193.74,5018,0
412,1582.7,5015,0
413,2741.72,7017,0
414,1046.66,3014,0
415,906.39,5015,0
416,2632.17,7015,0
417,1910.58,5012,0
418,1560.25,6017,0
419,2061.98,5017,0
420,1893.45,6011,0
421,1533.09,5017,0
422,1580.76,6012,0
423,2389.19,5007,0
424,2243.45,6016,0
425,1210.3,5015,0
426,1359.09,6009,0
427,2092.23,5012,0
428,1768.48,7009,0
429,2412.29,7010,0
430,1341.65,4013,0
431,1423.44,5019,0
432,502.58,3017,0
433,2020.91,5008,0
434,1961.03,5014,0
435,1941.11,6014,0
436,1958.91,5013,0
437,1644.31,5023,0
438,2994.1,7018,0
439,1982.81,5015,0
440,2221.4,5015,0
441,1711.08,4016,0
442,1172.21,5009,0
443,1981.49,5011,0
444,1602.78,4012,0
445,990.7,3016,0
446,2330.27,7019,0
447,1822.83,6010,0
448,1441.27,4015,0
449,1424.2,5016,0
450,1649.75,7012,0
451,2574.44,6013,0
452,899.69,4010,0
453,809.94,5012,0
454,3492.25,5014,0
455,1642.35,4015,0
456,2202.32,6014,0
457,3423.48,7020,0
458,2019.76,4010,0
459,1361.86,4016,0
460,910.15,5020,0
461,1339.44,4017,0
462,1824.14,5019,0
463,3171.17,9011,0
464,1344.69,5010,0
465,1691.99,7017,0
466,2208.18,5006,0
467,891.72,3013,0
468,1323.42,5012,0
469,2171.6,6014,0
470,4782.73,8011,0
471,4884.22,8018,0
472,3111.43,8009,0
473,1625.13,7011,0
474,2673.71,7012,0
475,2081.16,7013,0
476,1657.64,6013,0
477,1953.68,6013,0
478,2061.15,6018,0
479,2333.79,6019,0
480,2069.86,6010,0
481,2320.93,5013,0
482,3599.51,7006,0
483,1912.32,5019,0
484,2251.44,6012,0
485,1463.7,6015,0
486,2236.59,5013,0
487,2492.45,6017,0
488,1731.93,6020,0
489,2282.6,5015,0
490,1894.05,5013,0
491,2041.21,5013,0
492,1279.64,4013,0
493,1911.56,8014,0
494,1630.61,4013,0
495,1391.71,4017,0
496,1541.32,4020,0
497,2281.01,7016,0
498,2040.9,6017,0
499,1772.49,6018,0
500,1292.28,5014,0
