generation,averageFitness,topFitness,Updates
0,241.48,4010,0
1,854.59,6009,0
2,1403.65,5017,0
3,1025.09,5005,0
4,1315.2,3019,0
5,2350.44,5013,0
6,1540.28,6020,0
7,2620.63,6016,0
8,2208.33,6009,0
9,1431.85,4016,0
10,1750.41,5010,0
11,1187.74,6015,0
12,1901.45,7011,0
13,2621.92,7009,0
14,1869.47,4016,0
15,1410.95,5012,0
16,1561.16,7018,0
17,1309.02,6008,0
18,2612.25,7019,0
19,1911.5,5014,0
20,1983.16,5017,0
21,2502.2,6016,0
22,2091.88,5017,0
23,2611.82,6013,0
24,1560.3,5013,0
25,1900.94,6011,0
26,1872.25,6012,0
27,1732.81,6012,0
28,2312.71,7013,0
29,2120.97,5012,0
30,1511.45,5012,0
31,1661.56,5016,0
32,1761.78,6013,0
33,1782.28,7011,0
34,2561.88,7010,0
35,2502.32,6014,0
36,1863.33,6012,0
37,2363.37,6013,0
38,2672.22,7014,0
39,3314.36,6019,0
40,2401.2,6016,0
41,1189.71,5010,0
42,2131.76,5015,0
43,2612.86,7016,0
44,2083.34,7016,0
45,2140.95,7013,0
46,2940.89,7016,0
47,1829.76,4012,0
48,2842.96,7010,0
49,1833.5,7013,0
50,1663.49,6016,0
51,2151.14,6016,0
52,2240.64,5018,0
53,1672.61,5012,0
54,1529.54,4013,0
55,1051.67,6018,0
56,2890.3,6015,0
57,2399.76,4015,0
58,2509.75,5011,0
59,3700.29,7015,0
60,3211.34,6010,0
61,2090.71,5010,0
62,1963.44,5011,0
63,809.94,4015,0
64,2010.79,9010,0
65,2301.3,6009,0
66,2451.63,5015,0
67,2632.68,6017,0
68,2412.68,8013,0
69,1632.3,6014,0
70,2751.96,5011,0
71,2060.02,5020,0
72,1550.49,6012,0
73,1810.27,6009,0
74,2542.61,6011,0
75,1661.24,5008,0
76,2082.01,5011,0
77,2290.63,5012,0
78,2570.64,7009,0
79,2031.47,7009,0
80,1960.72,5012,0
81,1491.91,6009,0
82,1210.88,5011,0
83,1881.36,5011,0
84,2024.04,6015,0
85,2172.21,6009,0
86,1920.78,6006,0
87,2183.41,6013,0
88,1644.2,7018,0
89,1608.12,5009,0
90,2070.41,4013,0
91,1022.64,6018,0
92,1770.93,5014,0
93,2869.8,6016,0
94,1849.5,6012,0
95,1598.64,5013,0
96,1578.54,4017,0
97,1911.87,4014,0
98,2090.73,5015,0
99,1950.5,6008,0
100,943.02,6014,0
101,2280.87,6011,0
102,1562.27,7010,0
103,2651.25,7012,0
104,1549.67,6009,0
105,1250.36,5008,0
106,1501.1,5010,0
107,1638.43,6015,0
108,1238.67,6013,0
109,2251.56,7016,0
110,1801.01,5008,0
111,2202.3,7014,0
112,2022.71,7008,0
113,2572.69,6016,0
114,2003.55,6011,0
115,1772.97,5010,0
116,1941.59,6008,0
117,1981.58,5017,0
118,1342.26,4020,0
119,2011.88,6014,0
120,1462.16,5011,0
121,1433.37,5015,0
122,1623.09,5014,0
123,1782.94,6015,0
124,2351.01,7011,0
125,1821.77,5018,0
126,1243.09,4019,0
127,1539.71,4013,0
128,1980.11,6013,0
129,3077.33,7010,0
130,507.81,5013,0
131,1472.85,4015,0
132,1247.42,5012,0
133,2710.31,7016,0
134,1582.42,5019,0
135,1749.79,5013,0
136,1529.27,7008,0
137,1480.02,7020,0
138,969.69,5011,0
139,799.37,4008,0
140,1535.62,5007,0
141,2189.67,7012,0
142,1459.75,6015,0
143,1291.86,5010,0
144,1727.69,5012,0
145,1231.85,6007,0
146,1659.28,4017,0
147,1070.9,4017,0
148,1809.05,5015,0
149,1671.11,7011,0
150,1179.29,4014,0
151,1278.65,5012,0
152,1668.44,6005,0
153,1808.47,4014,0
154,1311.37,4014,0
155,1589.99,5018,0
156,1899.23,6018,0
157,849.01,4012,0
158,1489.09,5017,0
159,446.18,3007,0
160,1461.41,5011,0
161,642.72,5003,0
162,1520.84,5009,0
163,362.8,6011,0
164,1960.89,7010,0
165,2428.22,7007,0
166,1866.4,5007,0
167,1199.83,6011,0
168,1459.55,6013,0
169,1317.78,3012,0
170,1971.16,6014,0
171,1462.95,6007,0
172,2320.98,5014,0
173,1711.38,4014,0
174,1843.07,5010,0
175,1838.98,6014,0
176,1829.61,5013,0
177,1371.82,4016,0
178,2769.58,8007,0
179,1460.86,6010,0
180,1402.43,5011,0
181,1419.66,5015,0
182,2110.47,6015,0
183,1560.53,5017,0
