generation,averageFitness,topFitness
0,102.5,700
1,136.5,1650
2,465.5,1450
3,959,1950
4,915.5,1800
5,586.5,2250
6,272.5,1350
7,1058,2000
8,1640,2500
9,897.5,1850
10,1060,2050
11,862.5,2050
12,893.5,2050
13,533,2000
14,564,1400
15,1086.5,2150
16,1393,2300
17,970.5,2350
18,923,1550
19,1217.5,2050
20,874,1800
21,860.5,2000
22,613,1500
23,307.5,1300
24,600,1450
25,1435.5,2300
26,1000.5,2100
27,760.5,2400
28,1741,2700
29,1914,2650
30,1006.5,2400
31,1604,2350
32,1233,2400
33,1363.5,2350
34,1499.5,2350
35,1045,2200
36,1329,2800
37,1147.5,2150
38,1127,1950
39,1466,2500
40,1637,2550
41,1645,2850
42,973,2450
43,1046,2700
44,1164,2200
45,1811,2450
46,502.5,1750
47,956,2250
48,1248,2450
49,1932,3000
50,1210,2750
51,1503.5,2450
52,1428,2450
53,1239.5,2200
54,921.5,1900
55,1777.5,2600
56,1633,2750
57,1197.5,2200
58,1208,2350
59,1801.5,2800
60,952,2150
61,1353,2150
62,885,1900
63,1266.5,2550
64,2073,3000
65,1592,2600
66,1086,2150
67,1019,2650
68,1504.5,2250
69,971.5,2050
70,1770,2800
71,2020,2750
72,1547,2700
73,1715.5,2650
74,1337,2500
75,1692.5,2650
76,1752.5,2550
77,1652,2350
78,1971,2600
79,1888,2750
80,1696.5,2700
81,1507.5,2650
82,1271.5,2100
83,1345,2450
84,1553.5,2400
85,1182.5,2550
86,1435.5,2700
87,1301.5,2250
88,1675.5,2950
89,1150,2000
90,1350.5,2250
91,1639,2550
92,1375.5,2250
93,1856.5,2850
94,1532,2550
95,1574.5,2600
96,1507.5,2600
97,1175.5,2650
98,2024.5,2750
99,1400.5,2350
100,1131,2200
101,1178,2100
102,1159.5,1850
103,1858.5,2500
104,1875,2550
105,1630,2700
106,1684,2550
107,1551.5,2500
108,1715.5,2750
109,1967,2600
110,1910.5,2550
111,1119.5,1900
112,1561,2500
113,992,2150
114,1731,2750
115,1875,2700
116,1922.5,2700
117,1728.5,2700
118,2131,2800
119,1632,2650
120,1943.5,2950
121,1835.5,2650
122,1129.5,1950
123,1276.5,2500
124,1196.5,2400
125,1107.5,2400
