generation,averageFitness,topFitness
0,264,1750
1,360,1250
2,490.5,1450
3,449.5,1300
4,507,1350
5,113,850
6,878.5,1700
7,130.5,850
8,975,1900
9,163,850
10,470.5,1050
11,823.5,1750
12,879,1800
13,1246.5,2250
14,1348.5,2300
15,1029,2100
16,971.5,2000
17,1143.5,2100
18,1233.5,2600
19,1194,2050
20,719.5,1650
21,1012.5,2050
22,1287.5,2150
23,1287,2200
24,1312.5,2300
25,1502,2550
26,1551,2350
27,1439,2450
28,824,1650
29,1297.5,2050
30,1113.5,1950
31,1287.5,2200
32,1258.5,2300
33,1325,2200
34,1211.5,2100
35,786,1600
36,1454,2400
37,1342,2500
38,1070,1900
39,471,1200
40,986.5,1900
41,969.5,1850
42,808,1700
43,944.5,1850
44,925.5,1750
45,1189,2150
46,1071,2200
47,1138.5,2000
48,1083,2050
49,274.5,850
50,905.5,1800
51,951,1650
52,1009.5,1750
53,1146,1950
54,1024,2300
55,1248,2100
56,1124.5,2000
57,1294.5,2100
58,973.5,1900
59,1210.5,2100
60,1284,2250
61,400,1300
62,1032.5,2250
63,681.5,1350
64,1107,1950
65,1106.5,1750
66,1142.5,2050
67,1046.5,1950
68,961.5,1850
69,1093.5,2150
70,1206.5,2150
71,1054,1850
72,985.5,1950
73,1358,2250
74,987,2050
75,886,1600
76,1063.5,1900
77,1099.5,1850
78,1179,2050
79,1447,2300
80,1264,2150
81,1180,2250
82,977.5,2000
83,1281,2150
84,1327,2150
85,486.5,1100
86,1306,2050
87,1074,2150
88,1279,2050
89,1180.5,2050
90,1161.5,2450
91,1168,2000
92,941,1850
93,652.5,1400
94,1190.5,2250
95,945,1750
96,965,1800
97,1204,2400
98,1113,2050
99,1146,2150
100,1177,2300
101,1287,2250
102,1394.5,2300
103,1151,2250
104,1499,2450
105,1377,2400
106,1462,2600
107,1499,2300
108,1339.5,2150
109,1418.5,2450
110,1234,2150
111,1482.5,2650
112,1062,2050
113,1210.5,2150
114,1542.5,2600
115,1171.5,2100
116,1437.5,2350
117,1570.5,2500
118,1313.5,2300
119,1384.5,2350
120,1402.5,2450
121,1310,2350
122,1383,2400
123,1243.5,2200
124,1454,2550
125,1359.5,2250
126,1429,2450
127,1401.5,2200
128,1295.5,2050
129,1281,2350
130,1149.5,2200
131,1468,2400
132,1406,2500
133,1496.5,2650
134,1403.5,2250
135,1266.5,2200
136,1368,2300
137,1260,2250
138,914,2050
139,1401.5,2500
140,1426,2550
141,1552,2300
142,1521,2550
143,1513,2450
144,1350,2200
145,1549.5,2500
146,1235.5,2400
147,1529,2600
148,1380.5,2300
149,1440.5,2600
150,1507.5,2450
151,1421.5,2400
152,1213,2100
153,1450.5,2250
154,1346.5,2350
155,1317,2150
156,1312,2150
157,1387.5,2300
158,1514,2400
159,1477,2400
160,1476.5,2600
161,1158,2100
162,1459,2450
163,1595,2450
164,1436.5,2300
165,1284.5,2250
166,1460,2450
167,1097.5,2050
168,1445,2500
169,1546.5,2500
170,1541.5,2500
171,1287.5,2250
172,1497.5,2450
173,1577,2400
174,1409.5,2300
175,1414,2350
176,1184.5,2150
177,1522.5,2550
178,1204,2200
179,1526,2400
180,1362.5,2250
181,1596.5,2450
182,1519,2450
183,1425.5,2200
184,1462,2550
185,1538,2450
186,1432.5,2450
187,1617,2500
188,1215,2100
