generation,averageFitness,topFitness
0,183,1850
1,309.5,2050
2,1379,2800
3,254.5,800
4,416,1600
5,693,1900
6,1044,2150
7,1408,2400
8,413.5,1000
9,1177.5,2300
10,1528.5,2900
11,253.5,1100
12,629.5,1300
13,300.5,1350
14,853,1800
15,941,1700
16,1236,2000
17,1135,2250
18,1615,2650
19,979,2100
20,1583.5,2300
21,948.5,2200
22,790,1900
23,827,2200
24,1057.5,2400
25,1320,2500
26,915,1750
27,775,1700
28,1624,2450
29,1064,2100
30,978.5,2000
31,1515,2750
32,708,2150
33,1026.5,2000
34,1522,2600
35,1483,2850
36,1127,2150
37,1232,2300
38,952.5,2300
39,638.5,2100
40,1485,2500
41,1180.5,2800
42,1074.5,2250
43,1384.5,2400
44,774.5,1750
45,863,1600
46,2200.5,2900
47,1566.5,2450
48,807.5,1650
49,1264,2250
50,747.5,2050
51,750.5,2050
52,1405,2600
53,557.5,1700
54,1081.5,2500
55,910,1900
56,1198,2150
57,1677,2950
58,400,1950
59,837,2300
60,297,1950
61,1380.5,2700
62,1194.5,2200
63,1097,2200
64,1054,2050
65,1244,2450
66,784.5,2600
67,769.5,1600
68,1585,2700
69,1237,2450
70,881,1900
71,1439,2800
72,1080,2300
73,1226.5,2400
74,1451,2650
75,561,2000
76,1302.5,2500
77,1629,2750
78,1223,2350
79,622.5,1800
80,1136.5,2200
81,1524,2750
82,1492.5,2500
83,1453,2750
84,1244,2600
85,990.5,2400
86,734,1900
87,1080,2500
88,1023.5,2150
89,825.5,2050
90,990,2250
91,1359.5,2350
92,1467,2350
93,859.5,2050
94,1136.5,1900
95,1740,2850
96,1217,2500
97,1708,2950
98,1847,2900
99,1700,2750
100,1537.5,2450
101,1258,2550
102,736,2600
103,1918.5,2750
104,1006.5,2400
105,869.5,2250
106,1326,2300
107,1313,2550
108,1853,2800
109,1611.5,2750
110,901,2450
111,613,2100
112,1392.5,2650
113,1410.5,2500
114,654.5,2450
115,356.5,1750
116,603.5,1750
117,930.5,2300
118,1039.5,2150
119,860.5,2600
120,1016,2350
121,775,2700
122,1155.5,2150
123,558.5,2000
124,761.5,2900
125,1701,2600
126,604,2200
127,1162.5,2250
128,1927.5,2500
129,1451.5,2550
130,2145.5,2900
131,1245.5,2350
132,1103,2300
133,991,2250
134,853.5,2250
135,1043,2450
136,1398,2350
137,1509,2750
138,729.5,1800
139,1644.5,2700
140,862.5,2350
141,1669.5,2650
142,561.5,2000
143,1682,2400
144,792,2200
145,529,1750
146,578.5,2050
147,420,1450
148,1226,2000
149,948.5,2100
150,488.5,2250
151,1128.5,2600
152,1217.5,2600
153,1271.5,2500
154,1554,2300
155,1773,2500
156,1915,2600
157,1940,2850
158,1455.5,2500
159,1387.5,2450
160,1542.5,2500
161,2033.5,2850
162,1848,2700
163,1214.5,2050
164,1216,2300
165,1404.5,2700
166,1918.5,2850
167,1835.5,2700
168,1611,2700
169,1839,2950
170,1316,2550
171,1471,2650
172,1538,2800
173,1731.5,2750
174,1502.5,2600
175,1635,2550
176,1586.5,2550
177,1748,2550
178,1626.5,2500
179,1218.5,2400
180,1471,2300
181,1730,2900
182,1519,2550
183,1861.5,2650
184,1715,2750
185,1666,2650
186,1802.5,2850
187,1736,2550
188,1842.5,2700
189,1936,2800
190,1570.5,2800
191,1540.5,2600
192,1670.5,2800
193,1767,2650
194,1792,2800
195,1651.5,2550
196,2038.5,2750
197,1742,2700
198,1587.5,2750
199,1996.5,3000
200,1540.5,2650
201,1790,2900
202,1584,2600
203,1840,2750
204,1633,2750
205,1726,2850
206,1754.5,2700
207,1765,2650
208,1533.5,2400
209,1460,2750
210,1260.5,2200
211,1648,2850
212,1606.5,2850
213,1395,2450
214,1261,2650
215,1588.5,2800
216,1419,2450
217,1555.5,2800
218,1682.5,2700
219,1286,2700
220,1771,2900
221,1426.5,2450
222,1630,2750
223,1214,2250
224,1568,2500
225,1444,2600
226,1336.5,2450
227,1264,2350
228,1604,2700
229,1148.5,2050
230,1213,2250
231,1603,2550
232,1460.5,2450
233,1569.5,2900
234,1554,2500
235,1539,2400
236,1574,2650
237,1328.5,2300
238,1183.5,2200
239,1514,2450
240,1687.5,2600
241,1578.5,2600
242,1457.5,2550
243,1432,2850
244,1569,2550
245,1435,2500
246,1725,2700
247,1427.5,2750
248,1632,2900
249,1476.5,2500
250,1101,2700
251,1240,2300
252,1099,2150
253,1320,2700
254,1518.5,2950
255,1350.5,2500
256,1232.5,2050
257,1364,2400
258,1322,2400
259,1609.5,2400
260,1221,2050
261,1510.5,2300
262,1351,2450
263,1416,2400
264,1295.5,2600
265,1495,2450
266,1470.5,2650
267,1418,2650
268,1068.5,2400
269,1114.5,2300
270,1574,2550
271,144,2000
272,1892,2800
273,1210,2250
274,1007.5,2250
275,1443.5,2550
276,1409.5,2450
277,1723.5,2650
278,1289.5,2500
279,1032,2250
280,1475.5,2500
281,915.5,2200
282,1427.5,2600
283,1590,2500
284,1471,2350
285,1481.5,2400
286,1531.5,2450
287,1544.5,2650
288,1498,2700
289,1280.5,2350
290,1216,2300
291,1391,2700
292,1475,2400
293,1469.5,2200
294,1476.5,2500
295,1330,2550
296,1415,2550
297,1538.5,2650
298,0,0
299,758,1900
300,1240,2350
301,1351.5,2400
302,1365.5,2600
303,998.5,2000
304,1354,2350
305,1232,2400
306,1459,2550
307,1063.5,2250
308,966,2200
309,1052,2250
310,1041,2150
311,1170.5,2500
312,1210,2500
313,1302,2250
314,1465.5,2600
315,1564.5,2650
316,1453,2600
317,1436,2550
318,791,2200
319,1215.5,2400
320,1306.5,2400
321,1317,2400
322,1336,2400
323,1356.5,2400
324,1640,2700
325,1165,2350
326,1037.5,2050
327,910,2050
328,1011.5,2350
329,1167.5,2450
330,1445,2400
331,1527,2500
332,1750.5,2550
333,895.5,1900
334,1390.5,2500
335,1495,2500
336,1581,2650
337,1383.5,2650
338,1270,2300
339,1418.5,2550
340,1358,2450
341,1423,2550
342,1266,2300
343,1119,2350
344,1274.5,2550
345,1508.5,2500
346,978,2300
347,1365,2300
348,931,1950
349,1281,2550
350,1211.5,2450
351,1242,2500
352,1243,2500
353,1293.5,2600
354,0,0
355,988,2450
356,1238.5,2500
357,1188,2250
358,1321.5,2600
359,1325.5,2700
360,1373.5,2600
361,801.5,1900
362,1112.5,2250
363,698.5,1850
364,1229.5,2250
365,1098,2200
366,924,2500
367,1751.5,2700
368,1568,2750
369,968,2150
370,904,2450
371,1396.5,2300
372,1344.5,2650
373,1338,2450
374,1173.5,2150
375,1156,2300
376,1102.5,2050
377,1413.5,2700
378,1325,2550
379,1318.5,2300
380,1430,2800
381,1249.5,2250
382,1418.5,2550
383,983.5,2200
384,1100.5,2400
385,1191.5,2400
386,1329,2350
387,1142.5,2250
388,784.5,2450
389,1151,2500
390,119.5,1850
391,266,2150
392,826.5,2250
393,829,2350
394,848.5,2150
395,751,2100
396,1445,2550
397,948,2200
398,1335.5,2500
399,957,2350
400,932.5,2250
401,851.5,2050
402,1094,2200
403,1081,2250
404,1008,2300
405,1090.5,2250
406,886,2150
407,998,1900
408,950.5,2400
409,1055,2250
410,1109.5,2450
411,1367,2500
412,1117,2250
413,1112,2350
414,1420,2500
415,939,2200
416,931,2100
417,800.5,1950
418,1256,2450
419,907.5,2500
420,1076,2550
421,709.5,2450
422,750,2150
423,807,1750
424,1337.5,2550
425,1247.5,2450
426,696,2200
427,1257.5,2300
428,1095,2150
429,787,2600
430,1235,2350
431,1036.5,2300
432,1482.5,2500
433,911,2050
434,1034,2250
435,1404.5,2450
436,1416.5,2450
437,955,2100
438,1108,2250
439,1002,2400
440,1187.5,2150
