Step,Best,Average
1,1800,206
2,1900,389
3,2000,202
4,1600,185
5,1800,412
6,1500,329
7,1600,282
8,2000,474
9,2100,404
10,1900,409
11,2100,532
12,2200,850
13,2000,487
14,2300,729
15,1800,523
16,1800,773
17,2400,1042
18,2000,928
19,2300,1329
20,2400,1391
21,1500,637
22,1300,452
23,0,0
24,1500,839
25,0,0
26,0,0
27,1400,630
28,1700,680
29,1700,655
30,0,0
31,500,360
32,1900,744
33,1200,531
34,1900,1117
35,1400,268
36,1200,545
37,1000,591
38,1500,797
39,700,412
40,1100,437
41,800,345
42,700,450
43,1100,560
44,800,190
45,0,0
46,0,0
47,900,350
48,900,519
49,900,260
50,800,371
51,700,191
52,400,133
53,700,336
54,1300,773
55,0,0
56,1500,621
57,1200,551
58,300,145
59,100,100
60,1700,640
61,900,481
62,300,300
63,300,292
64,100,100
65,700,425
66,200,200
67,1100,122
68,100,100
69,100,100
70,900,642
71,2500,850
72,700,377
73,1000,484
74,200,200
75,500,369
76,600,363
77,600,312
78,500,386
79,400,298
80,100,100
81,400,232
82,0,0
83,0,0
84,0,0
85,100,100
86,100,100
87,0,0
88,100,100
89,1000,231
90,300,169
91,100,100
92,0,0
93,0,0
94,500,497
95,800,362
96,0,0
97,200,200
98,200,3
99,600,285
100,200,112
101,100,100
102,900,369
103,1000,603
104,600,221
105,200,200
106,600,225
107,1400,280
108,400,300
109,0,0
110,800,366
111,1200,260
112,100,100
113,700,530
114,600,474
115,600,158
116,0,0
117,0,0
118,1000,606
119,700,251
120,1500,823
121,100,100
122,1100,337
123,900,288
124,1000,478
125,700,311
126,0,0
127,600,189
128,1500,663
129,1100,228
130,1000,115
131,900,459
132,400,260
133,800,174
134,1600,542
135,1900,569
136,100,44
137,400,205
138,1000,507
139,1400,482
140,600,419
141,2100,515
142,1800,829
143,800,395
144,800,390
145,1700,900
146,900,470
147,1600,567
148,800,361
149,200,200
150,900,358
151,900,366
152,1600,807
153,1100,537
154,1600,456
155,100,100
156,900,397
157,1100,497
158,1600,652
159,2200,878
160,1400,531
161,100,100
162,100,100
163,900,571
164,100,100
165,1100,550
166,0,0
167,800,240
168,1300,758
169,800,455
170,100,100
171,300,300
172,2000,928
173,1300,705
174,0,0
175,1100,284
176,300,206
177,1200,417
178,1200,667
179,1700,541
180,1500,664
181,1000,606
182,1000,614
183,1700,477
184,900,252
185,0,0
186,1700,431
187,800,382
188,100,100
189,0,0
190,0,0
191,1500,447
192,100,100
193,1700,766
194,1300,425
195,1700,928
196,1500,684
197,2000,891
198,1500,557
199,1900,289
