generation,averageFitness,topFitness
0,169,900
1,439.5,1400
2,457.5,1300
3,954.5,1950
4,1307.5,2400
5,1069,1950
6,1182,1850
7,1399.5,2200
8,1487,2150
9,2011,2700
10,1392,2350
11,1264,1850
12,1616,2050
13,1416,1800
14,1420.5,1950
15,1567,2050
16,1327.5,1950
17,1380,2550
18,1832.5,2350
19,1579.5,2250
20,1493,1800
21,1583,2350
22,1625.5,2200
23,1582,2100
24,1575.5,2400
25,1801.5,2300
26,1468.5,2150
27,1711.5,2400
28,1526,1950
29,1267,1850
30,1161.5,1850
31,900.5,1900
32,1666,2300
33,1259,1850
34,1296,2000
35,1643.5,2250
36,1522,2350
37,1507.5,2150
38,1541,1950
39,1618,2200
40,1757.5,2650
41,1585,2150
42,1950.5,2450
43,1492,1850
44,1241,1700
45,1757.5,2400
46,1760,2150
