generation,averageFitness,topFitness
0,124,1200
1,1256,2750
2,1185,2300
3,896,2500
4,1604,2750
5,15,400
6,537.5,1750
7,707,2700
8,258.5,1850
9,220.5,2000
10,1263.5,2100
11,1579.5,2400
12,1584,2550
13,1273,2600
14,1200,2500
15,1768.5,2750
16,1887.5,3000
17,1212.5,2600
18,784,1700
19,1528.5,2400
20,906.5,2150
21,1693.5,2500
22,871.5,2150
23,1428,2400
24,1770,2750
25,1973,2950
26,762.5,2550
27,745.5,2650
28,904.5,2300
29,1289.5,2300
30,1774.5,2600
31,1101.5,2350
32,936,2300
33,1251,2350
34,1265,2150
35,1824.5,2500
36,1001,1900
37,1157,2750
38,1023,2650
39,1184,2500
40,1840,2600
41,1446,2200
42,1477,2500
43,1361,2350
44,1446.5,2600
45,1629.5,2500
46,1992.5,2850
47,1302,2350
48,1056,2400
49,1501.5,2500
50,1557.5,2750
51,2117,2750
52,1496,2650
53,1980,2800
54,1736,2700
55,1810.5,2600
56,1550.5,2550
57,1557,2350
58,1716,2550
59,1112.5,2250
60,1269.5,2300
61,1436.5,2400
62,1508,2850
63,1564.5,2750
64,1395,2350
65,1853,2600
66,1584.5,2550
67,1609.5,2350
68,1994,2700
69,590.5,1950
70,2076.5,2750
71,2260.5,3000
72,2113,3000
73,1423,2650
74,1765,2650
75,2303.5,2900
76,910.5,2050
77,1920,2950
78,1932.5,2900
79,1766.5,2900
80,1446.5,2350
81,1939,2650
82,2275,2850
83,1560.5,2600
84,1346.5,2150
85,1770,2850
86,1529.5,2650
87,1535.5,2450
88,1994,2900
89,1608.5,2900
90,1719.5,2650
91,1669,2900
92,2238.5,3000
93,1865,2800
94,1585,2600
95,1729.5,2800
96,1171,2300
97,1723,2800
98,1507,2550
99,2257,2850
100,1912,2750
101,2245.5,3000
102,1567,2850
103,1892,2900
104,1603.5,2600
105,1545.5,2650
106,2247.5,3000
107,1452.5,2650
108,1916,2950
109,1719,2750
110,1188,2500
111,1579.5,2650
112,1943.5,2900
113,1674,2750
114,613,2300
115,1347,2350
116,1704,2600
117,1967.5,2600
118,1692,2500
119,1800,2700
120,824.5,2150
121,1760.5,2800
122,1491,2650
123,1372.5,2850
124,1543.5,2800
125,1786.5,2800
126,1597,2800
127,1568.5,2450
128,1827.5,2900
129,1843.5,2800
130,1914.5,2600
131,1416.5,2450
132,1769,2600
133,1181.5,2700
134,1846.5,2700
135,1326,2300
136,1331.5,2200
137,1790.5,2750
138,1161.5,2500
139,1966,2950
140,1619.5,2650
141,1307,2700
142,2084.5,2950
143,1335.5,2400
144,1163.5,2650
145,1313,2750
146,1977,2950
147,2095,2850
148,1675.5,2950
149,1641,2900
150,1647,2550
151,1652,2550
152,2259.5,3000
153,1378,2750
154,1811.5,2700
155,1656.5,2750
156,972,2400
157,1411.5,2550
158,729.5,2650
159,1602,2600
160,1701.5,2750
161,1495.5,2250
162,1267.5,2300
163,1581,2650
164,1943,2900
165,1774.5,2750
166,1541.5,2600
167,1824,2650
