Generation,Orientation Variance,Velocity Variance
1,0.117590010060586,0.0286662554560008
2,0.0537197786672561,0.00311669396498704
3,0.0453428158065017,0.00462999559452083
4,0.0457368123932635,0.00385042359852906
5,0.0463610198240088,0.00267391285058035
6,0.037756702319219,0.00159901740033274
7,0.0554326736404865,0.00149892412945852
8,0.0255313524305904,0.00268800995523076
9,0.0326893286621952,0.00153162300947938
10,0.0336367949476893,0.000756780414336803
11,0.0260627151950026,0.00262925115618304
12,0.0255009804287913,0.000581775667639875
13,0.0283611615166439,0.000390056687857506
14,0.0252458686031923,0.00127025256489212
15,0.0310321891354706,0.000430078485649335
16,0.0136796623332234,0.000514269331539095
17,0.0226736621293759,0.000314958404991156
18,0.0204600715352689,0.000468381476792473
19,0.0192277237012808,0.00167414955377979
20,0.0410367643357061,0.000965513762576424
21,0.026659055340477,0.000828825324340099
22,0.021302829591587,0.000575891456105412
23,0.0156511674999661,0.000716597091503424
24,0.0257345699588296,0.00119041017988759
25,0.0237209963365224,0.00063658465333089
26,0.0216780232938947,0.00111480265873504
27,0.0166973093705164,0.000708379701817213
28,0.0222178570718098,0.000925887075540993
29,0.0186815591290591,0.000483583022074358
30,0.0161932806970963,0.0010751391002992
