Generation,Average,Best,Updates
0,1458,3100,143905
1,2219,3700,161014
2,1600,3400,100286
3,2257,3800,152609
4,1585,3300,99880
5,1120,3100,69657
6,2419,4300,172820
7,2221,3700,142858
8,1983,3300,137140
9,2157,3200,147633
10,1948,3600,131706
11,2128,3200,142197
12,2077,3300,141253
13,2084,3700,137743
14,1262,3200,83944
15,2158,3600,149843
16,2291,3500,150128
17,2680,3900,179189
18,2476,3600,167278
19,2466,3800,172210
20,2291,4100,142045
21,1867,3700,113124
22,2507,3500,175396
23,1955,3100,134958
24,1764,2900,113144
25,1923,3600,131949
26,1450,3200,95406
