generation,averageFitness,topFitness
0,184.5,1500
1,1599.5,2700
2,2379,2850
3,2009.5,2600
4,2112.5,2850
5,2538.5,2950
6,2372,2800
7,2536.5,2950
8,2344.5,2900
9,2531,2850
10,2536,2950
11,2552.5,2950
12,2290.5,2850
13,2426,2800
14,2422.5,2900
15,2567.5,2900
16,2412.5,2850
17,2517,2900
18,2378,2900
19,2402,2850
20,2333.5,2650
21,2290,2800
22,2289,2950
23,2220,2900
24,2325.5,2750
25,2342,2850
26,1741.5,2750
27,1600.5,2450
28,1964,2850
29,2269,2600
30,2128,2800
31,2371.5,2800
32,2503,2850
33,2316.5,2750
34,2388,2850
35,2523.5,2950
36,2278,2750
37,2079.5,2800
38,2044.5,2900
39,2492,2800
40,2478.5,2950
41,2471,2950
42,2508,2850
43,2117,2650
44,2350.5,2750
