generation,averageFitness,topFitness
0,60,1250
1,530,2000
2,762,2200
3,1142.5,2250
4,877,2300
5,1144,2000
6,1105,2150
7,1183.5,2200
8,1156.5,2150
9,1368.5,2050
10,1359.5,2250
11,1361,2350
12,1586.5,2450
13,1507,2200
14,1766.5,2400
15,1459.5,2150
16,1841,2450
17,1694,2350
18,1600,2350
19,1655.5,2450
20,1692,2550
21,1481,2250
22,1721.5,2650
23,1704.5,2450
24,1845.5,2400
25,1651,2100
26,1584.5,2250
27,1637.5,2150
28,1474.5,2200
29,1521.5,2300
30,1657.5,2350
31,1646,2400
32,1772,2550
33,1743.5,2400
34,1743.5,2350
35,1717,2400
36,1825,2600
37,1794,2600
38,1871.5,2650
39,1744,2400
40,1716.5,2350
41,1786,2500
42,1760.5,2500
43,1787,2550
44,1741.5,2600
45,1831.5,2350
46,1916.5,2450
47,1812,2450
48,1843,2550
49,1771.5,2550
50,1945.5,2550
51,1912.5,2500
52,1751.5,2500
53,1932,2450
54,1764.5,2600
55,1949.5,2600
56,1725,2350
57,1812,2400
58,1783,2650
59,1812,2400
60,1658.5,2450
61,1773.5,2600
62,1877,2500
63,1839,2350
64,1986.5,2600
65,1722.5,2550
66,1825.5,2600
67,1846.5,2450
68,1833,2550
69,1867.5,2500
70,1754,2500
71,1792,2500
72,1858,2550
73,1902,2550
74,2039.5,2600
75,1781.5,2600
76,1834.5,2350
77,1949,2550
78,1602,2350
79,1658,2200
80,1854,2500
81,1783.5,2550
82,1749.5,2400
83,1785,2650
84,1836,2400
85,1802.5,2350
