generation,averageFitness,topFitness
0,448.5,1100
1,103,650
2,512.5,1400
3,608.5,1250
4,440,1650
5,1189,2400
6,1198.5,1950
7,1068.5,1650
8,1289,1950
9,1486.5,2050
10,900.5,2200
11,1409.5,2250
12,1192.5,1650
13,1322.5,2300
14,1119,1750
15,1333,2300
16,1622,2400
17,1062,1900
18,1453.5,2250
19,1633,2200
20,1302,1950
21,1375.5,2050
22,1471.5,2000
23,1494,2150
24,1441,2300
25,1272,2050
26,1404.5,1950
27,1453.5,1950
28,1314.5,2500
29,1369.5,1950
30,1644,2300
31,1282,1750
32,1388,1950
33,1287,1700
34,1285,1900
35,1487,1900
36,1302.5,1600
37,1071,1800
38,1550,2400
39,1692,2600
40,1537.5,2150
41,1146.5,1700
42,1284.5,1950
43,1191,1950
44,1245,1950
