generation,averageFitness,topFitness
0,752,1900
1,183.5,1550
2,1299.5,2250
3,1158,2200
4,845,2000
5,1124.5,2000
6,1403.5,2500
7,745.5,1950
8,1079.5,2300
9,1140.5,2550
10,575.5,2250
11,1630.5,2600
12,1448.5,2450
13,1611.5,2500
14,1552.5,2300
15,1033,1950
16,1500.5,2400
17,1426.5,2350
18,1691,2550
19,1411.5,2150
20,1777.5,2450
21,1052.5,2450
22,1589,2550
23,1274.5,2500
24,1738.5,2600
25,1520,2550
26,1727.5,2600
27,1452,2300
28,1726,2500
29,1922.5,2500
30,1868,2450
31,1611,2350
32,1776,2450
33,1998,2650
34,1803.5,2350
35,1866,2550
36,1934,2650
37,1720.5,2350
38,1878,2450
39,1895.5,2550
40,1868,2500
41,1734,2350
42,1822,2500
43,1944.5,2600
44,1815.5,2600
45,1890.5,2650
46,1948,2550
47,1929,2500
48,1824,2650
49,1982,2550
50,1775.5,2350
51,1932,2650
52,1693.5,2550
53,1891.5,2600
54,1925.5,2550
55,1913.5,2550
56,1829,2500
57,1906.5,2650
58,1700,2450
59,2014,2750
60,2006,2550
61,2103,2700
62,2049,2600
63,1928,2450
64,1834.5,2400
65,1848.5,2500
66,1881.5,2600
67,1940,2600
68,2096.5,2750
69,1775.5,2500
70,1906,2600
71,2036,2700
72,2009.5,2550
73,1891,2650
74,1732.5,2350
75,1964,2600
76,1825.5,2550
77,1975.5,2600
78,1769,2400
79,2000,2600
80,1809.5,2550
81,1819,2450
82,1966.5,2600
83,2000.5,2700
84,1885.5,2750
85,2050,2650
86,1928.5,2750
87,1894.5,2600
88,1979,2650
89,1936.5,2550
90,1980,2650
91,2099,2700
92,1885.5,2500
93,1789.5,2500
94,2004.5,2750
95,1834,2550
96,1988.5,2550
97,1832,2600
98,1866.5,2450
99,1932,2550
100,1783.5,2500
101,1798,2600
102,1738,2550
103,1669,2450
104,1928,2550
105,1826.5,2600
106,1900.5,2600
107,1910,2600
108,2013.5,2700
109,1996,2700
110,1762,2450
111,1954.5,2550
112,1708,2400
113,1902,2600
114,1943,2650
115,1926.5,2700
116,1820.5,2550
117,1989,2750
118,1784,2550
119,1957,2700
120,1833,2650
121,1822.5,2500
122,1947.5,2600
123,1981.5,2600
124,2057,2900
125,1897.5,2650
126,1894.5,2600
127,1748.5,2550
128,2006.5,2650
129,1816,2450
130,1943.5,2650
131,2068,2750
132,1975.5,2900
133,1968.5,2500
134,1927,2750
135,2043.5,2600
136,1939,2700
137,1939.5,2650
138,1897.5,2650
139,1824.5,2600
140,2021.5,2750
141,1851,2500
142,2048,2800
143,1993,2650
144,2029.5,2600
145,1837.5,2450
146,1948.5,2650
147,2045,2800
148,1845.5,2450
149,1967.5,2700
150,1853,2450
151,1964.5,2600
152,1730,2650
153,2046.5,2800
154,1823,2500
155,1928,2750
156,1993.5,2700
157,1959,2650
158,1967.5,2600
159,1967.5,2550
160,1930.5,2750
161,1868.5,2650
162,1979.5,2750
163,1952.5,2650
164,1847,2550
165,1797.5,2500
166,1844.5,2650
167,1785,2550
