Generation,Average,Best,Updates
0,82,1000,328
1,90,1400,360
2,1051,2600,4204
3,1149,2900,4596
4,717,2700,2868
5,842,3100,3368
6,1082,2300,4327
7,1332,3300,5328
8,1096,2500,4384
9,1649,3500,6596
10,1630,3100,6520
11,1983,3600,7932
12,1534,2800,6136
13,1616,3200,6464
14,2002,3400,8006
15,2162,3700,8648
16,2168,3800,8672
17,2387,3700,9548
18,2249,3200,8995
19,2450,3700,9800
20,2286,3600,9144
21,2502,3800,10008
22,2053,3600,8212
23,2162,3400,8648
24,2322,4000,9288
25,2318,3400,9272
26,2464,3800,9854
27,2514,3600,10056
28,2446,3700,9784
29,2360,3500,9440
30,2437,3600,9748
31,2324,3800,9296
32,2422,3300,9682
33,2569,3600,10274
34,2488,3800,9952
35,2563,3700,10252
36,2293,3300,9172
37,2410,4000,9640
38,2587,3600,10348
39,2232,3500,8928
40,2320,3700,9279
41,2315,3700,9260
42,2257,3500,9028
43,2368,3700,9472
44,2341,3300,9364
45,2352,3400,9408
46,2617,3700,10468
47,2348,3200,9390
48,2652,3800,10608
49,2457,3600,9828
50,2473,3600,9892
51,2461,3700,9844
52,2177,3300,8708
53,2451,3400,9804
54,2463,3700,9852
55,2415,3800,9660
56,2306,3800,9224
57,2334,3400,9336
58,2371,3600,9484
59,2563,3700,10252
60,2424,3600,9696
61,2847,4100,11388
62,2686,3800,10744
63,2535,3900,10140
64,2440,3400,9760
65,2568,3700,10272
66,2473,4000,9891
67,2604,3900,10416
68,2300,4000,9200
69,2399,3700,9596
70,2329,3900,9316
71,2605,3900,10420
72,2556,3600,10223
73,2321,3800,9284
74,2694,3800,10776
75,2448,3600,9792
76,2780,4400,11120
77,2714,3800,10856
78,2549,3900,10196
79,2632,3800,10528
80,2693,3900,10771
81,2440,3800,9760
82,2348,3300,9392
83,2292,3400,9168
84,2317,3500,9267
85,2584,3800,10336
86,2369,4100,9476
87,2394,3900,9576
88,2328,3400,9312
89,2369,3400,9476
90,2388,3600,9550
91,2503,3700,10012
92,2455,4000,9819
93,2603,4000,10412
94,2433,3600,9732
95,2479,3400,9916
96,2628,3900,10512
97,2400,3400,9600
98,2422,3700,9688
99,2664,3700,10653
100,2373,3600,9492
101,2620,3900,10480
102,2786,4300,11144
103,2398,3600,9592
104,2398,3700,9592
105,2166,3600,8664
106,3034,4300,12135
107,2606,4100,10424
108,2556,3800,10224
109,2960,4200,11839
110,2646,3900,10584
111,2606,4000,10424
112,2537,3700,10148
113,2748,3800,10992
114,2555,3400,10220
115,2654,3800,10616
116,2711,3800,10844
117,2576,3600,10304
118,2613,4200,10452
119,2270,3900,9080
120,2431,4000,9724
121,2327,3600,9308
122,2449,3800,9796
123,2827,3900,11307
124,2449,3600,9796
125,2610,4000,10440
126,2536,4000,10144
127,2535,3900,10140
128,2348,3600,9391
129,2341,3500,9364
130,2647,3700,10588
131,2784,3900,11136
132,2488,3600,9952
133,2642,3900,10568
134,2779,4200,11116
135,2588,3900,10352
136,2659,3800,10636
137,2333,3800,9332
138,2438,3500,9752
139,2766,4100,11064
140,2430,3700,9720
141,2729,4000,10916
142,2656,3500,10624
143,2709,3600,10835
144,2864,3700,11456
145,2813,4000,11250
146,2535,3600,10140
147,2537,4200,10148
148,2779,3900,11116
149,2691,3900,10764
150,2513,3700,10052
151,2643,3800,10571
152,2605,3800,10420
153,2609,3800,10436
154,2577,3800,10308
155,2595,3700,10378
156,2401,3500,9604
157,2643,4000,10572
158,2746,3700,10984
159,2631,3700,10523
160,2600,3800,10400
161,2792,4100,11168
162,2470,3900,9880
163,2870,4500,11480
164,2584,4000,10336
165,2718,4000,10870
166,2615,4000,10460
167,2751,4300,11004
168,2668,3900,10672
169,2778,4100,11110
170,2634,3900,10536
171,2725,4300,10900
172,2756,3900,11024
173,2792,3900,11168
174,2806,4300,11224
175,2744,4000,10976
176,2591,3800,10363
177,2576,3800,10304
178,2563,4000,10252
179,2712,4100,10848
180,2458,3400,9832
181,2749,4300,10996
182,2601,4000,10404
183,2580,3700,10320
184,2859,3900,11435
185,2780,3700,11118
186,2537,3800,10148
187,2155,3800,8620
188,2775,4000,11100
189,2789,4000,11156
190,2710,3700,10840
191,2684,3700,10736
192,2621,3600,10484
193,2589,3900,10356
194,2468,3700,9872
195,2669,4100,10676
196,2824,3900,11296
197,2851,4400,11404
198,2459,3800,9836
199,2781,3900,11124
200,2667,3600,10668
