generation,averageFitness,topFitness
0,9.5,350
1,73.5,850
2,679.5,2100
3,479.5,1900
4,822,1850
5,465,1650
6,374.5,1750
7,278.5,1350
8,58,1000
9,24,1000
10,15,500
11,637,2000
12,145.5,1850
13,514.5,2400
14,394.5,1400
15,632.5,2050
16,408.5,1300
17,619.5,1900
18,97.5,700
19,733,2100
20,1738,2900
21,200,1800
22,157,1250
23,451,1650
24,1224,2650
25,1528.5,2400
26,700.5,1500
27,1400.5,2950
28,7,700
29,969,2100
30,851.5,1700
31,1522.5,2400
32,1099.5,2500
33,2137.5,2750
34,2371.5,2850
35,1258.5,2500
36,1956.5,2650
37,1587,2600
38,1297,2600
39,1880,2600
40,1677.5,2650
41,1908.5,2650
42,1648,2550
43,1190,2150
44,1493,2300
45,1901,2750
46,1278,2300
47,1545.5,2800
48,1566.5,2700
49,1704.5,2500
50,928,2150
51,1378,2550
52,1797.5,2600
53,1759,2550
54,1950.5,2750
55,1729.5,2600
56,1650,2650
57,1602.5,2700
58,1347.5,2150
59,1349,2600
60,1486,2550
61,1704.5,2700
62,1599,2600
63,1579,2750
64,1354,2200
65,1812,2750
66,916.5,2150
67,1335.5,2650
68,1993,2700
69,1891,2700
70,1211,2200
71,2228.5,2800
72,1559,2700
73,1529,2200
74,1810.5,2450
75,1880.5,2800
76,1963.5,2750
77,1052.5,1900
78,1677,2600
79,1556,2350
80,1952.5,2600
81,1309,2150
82,1601,2650
83,1684,2650
84,1378.5,2500
85,1759,2800
86,1409.5,2200
87,1915,2700
88,566,2000
89,1496.5,2200
90,1088.5,2100
91,1129.5,2300
92,1786,2850
93,1868,2600
94,1972,2700
95,1520,2400
96,1908.5,2800
97,1446,2250
98,1504,2250
99,1567,2400
100,2162.5,2750
101,2033,2650
102,2124.5,2800
103,1491.5,2350
104,1470.5,2950
105,1520,2400
106,1927,2700
107,2065.5,2800
108,1336,2500
109,1813.5,2600
110,1743,2750
111,1848,2550
112,1770,2450
113,1718,2550
114,1436.5,2600
115,1697.5,2550
116,1992.5,2750
117,1959.5,2700
118,2067.5,2850
119,2248.5,2850
120,1387,2150
121,1483,2250
122,2058,2750
123,2109.5,2850
124,1548,2400
125,1386,2500
126,1813,2800
127,1277,2250
128,1572,2800
129,1824.5,2750
130,1403,2800
131,1498.5,2650
132,2005,2750
133,1645,2600
134,1858,2800
