generation,averageFitness,topFitness
0,1089.5,2800
1,1098.5,2400
2,1718,2900
3,1344.5,2400
4,509.5,1800
5,431.5,1600
6,1458.5,2450
7,1501.5,2550
8,922,2400
9,583,1600
10,1677.5,2800
11,1236.5,2200
12,457,2050
13,1176,2150
14,173.5,1050
15,1094.5,1700
16,1448.5,2150
17,946.5,2100
18,1403,2500
19,1878.5,2750
