generation,averageFitness,topFitness
0,837.5,2650
1,1700,2550
2,2231,3000
3,1932,2900
4,2145.5,2950
5,2114.5,2950
6,2020,2900
7,2341,2950
8,1253,2550
9,2166,3000
10,1051,2900
11,68.5,2500
