generation,averageFitness,topFitness
0,66.5,1450
1,362,1700
2,173.5,2350
3,482.5,2050
4,547.5,2600
5,1184.5,2300
6,703.5,2250
7,1428.5,2350
8,1044,2750
9,1278.5,2150
10,793,2150
11,907,1900
12,1004.5,2650
13,730,1700
14,620,2050
15,1985.5,3000
16,1379.5,2550
17,53,1550
18,1130.5,2600
19,1548.5,2300
20,1410.5,2500
21,1347,2900
22,1283.5,2500
23,1686.5,2450
24,1150,1900
25,1992.5,2850
26,1304.5,2500
27,2288,3000
28,1654.5,2600
29,1471.5,2500
30,1549,2700
31,1749,2500
32,751,2350
33,2047.5,2900
34,1663.5,2700
35,1608.5,2200
36,2197,2850
37,1964,2750
