Generation,Average,Best,Samples
266,386.266666667,1473.33333333,15
267,367.4,1420.0,15
268,470.333333333,1623.33333333,15
269,438.933333333,1480.0,15
270,497.866666667,1570.0,15
271,400.366666667,1420.0,15
272,450.0,1450.0,15
273,394.766666667,1416.66666667,15
274,441.966666667,1530.0,15
275,408.533333333,1460.0,15
276,359.1,1396.66666667,15
277,378.321428571,1471.42857143,14
278,405.25,1521.42857143,14
279,374.615384615,1484.61538462,13
280,378.5,1466.66666667,12
281,361.636363636,1400.0,11
282,409.636363636,1477.27272727,11
283,411.318181818,1463.63636364,11
284,421.181818182,1572.72727273,11
285,441.0,1472.72727273,11
286,429.454545455,1504.54545455,11
287,428.636363636,1395.45454545,11
288,397.05,1375.0,10
289,387.333333333,1444.44444444,9
290,556.125,1600.0,8
291,313.75,1237.5,8
292,411.142857143,1535.71428571,7
293,411.357142857,1564.28571429,7
294,464.642857143,1492.85714286,7
295,447.285714286,1421.42857143,7
296,468.428571429,1407.14285714,7
297,435.9,1590.0,5
298,394.8,1500.0,5
299,385.6,1310.0,5
300,370.7,1540.0,5
301,353.8,1330.0,5
302,323.4,1510.0,5
303,352.75,1475.0,4
304,230.666666667,1100.0,3
305,474.166666667,1533.33333333,3
306,417.5,1583.33333333,3
307,336.5,1483.33333333,3
308,336.333333333,1500.0,3
309,421.666666667,1383.33333333,3
310,438.666666667,1800.0,3
311,274.0,1200.0,3
312,421.666666667,1516.66666667,3
313,532.0,1450.0,3
314,330.666666667,1700.0,3
315,595.25,1750.0,2
316,507.5,1475.0,2
317,347.5,1550.0,1
318,118.0,1200.0,1
319,539.5,1400.0,1
