generation,averageFitness,topFitness
0,51,550
1,123,1400
2,374,1100
3,283,1150
4,62.5,700
5,615.5,2000
6,201.5,1300
7,334,1500
8,332.5,1000
9,16.5,1400
10,273,1550
11,555,1850
12,27.5,1100
13,529,1900
14,679,1550
15,245,1650
16,737.5,1750
17,743.5,2200
18,643.5,2150
19,1416.5,2850
20,601.5,1950
21,986.5,1500
22,588.5,2150
23,0,0
24,446.5,1200
25,40,800
26,358,1650
27,135.5,1550
28,588,1550
29,744.5,2000
30,94,100
31,1062.5,2050
32,709.5,2550
33,943.5,2250
34,733,2700
35,1406,1950
36,453.5,1200
37,515,1650
38,430.5,1900
39,989,2250
