generation,averageFitness,topFitness
0,379.5,1550
1,605,2350
2,906,2200
3,1224.5,2400
4,1108.5,2500
5,2199.5,3000
6,1020.5,2600
7,1125,2200
8,661,1750
9,1697,2650
10,1941.5,2800
11,1952.5,2700
12,1917,2750
13,14.5,550
14,91.5,950
15,33,1400
