generation,averageFitness,topFitness
0,257.5,2050
1,364,1500
2,318.5,1750
3,378,1700
4,848,2050
5,342.5,1700
6,781,1700
7,280.5,1350
8,1406,2150
9,127,1650
10,1607,2150
11,880,1800
